"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_gene_id","hgnc_symbol"
"LIPF",-5.73022835084968,-4.38455597993764,-35.5889760088772,2.49918608669e-162,1.27839597976932e-160,360.041490167449,"ENSG00000182333","LIPF"
"NXPH4",5.43419938138724,1.09625302792385,10.4106366365216,8.91625468653488e-24,2.22785031510139e-23,43.1178221342311,"ENSG00000182379","NXPH4"
"CACNB4",-1.53358381907073,0.205724834106996,-12.3328836380111,6.55938780243998e-32,2.05820114117576e-31,61.3303456521008,"ENSG00000182389","CACNB4"
"TSHZ2",-1.37415584301277,4.06262868612639,-11.1491433959711,8.66997019537118e-27,2.36704163590326e-26,48.9445228903053,"ENSG00000182463","TSHZ2"
"KPNA2",2.98445138568442,6.75728355696611,21.1782912193004,3.74859302489292e-78,3.57695339897195e-77,166.957349705777,"ENSG00000182481","KPNA2"
"XKRX",1.38250550402568,-0.778605336841286,7.11274957717395,2.69273931738757e-12,4.67497281906952e-12,17.0274123284538,"ENSG00000182489","XKRX"
"LHFPL1",2.60941745994231,-2.22076571568984,9.18457866754509,4.09537026763562e-19,8.87508306353188e-19,32.5888517890988,"ENSG00000182508","LHFPL1"
"FES",-1.63472872565574,4.34575200092768,-22.909455097628,3.63558896695762e-88,4.24468395921297e-87,189.822232374435,"ENSG00000182511","FES"
"CAV3",-1.03081928522263,-5.13584361761954,-5.03729613251902,5.94100978863343e-07,8.44847821157125e-07,5.27643076735533,"ENSG00000182533","CAV3"
"MXRA7",-2.03427961375561,6.34012951898178,-20.795955579352,5.77560561491775e-76,5.26903183791895e-75,161.722764271784,"ENSG00000182534","MXRA7"
"MFSD5",1.04840438518775,4.88136034693122,16.3112779647189,2.59517263692425e-51,1.36718804910509e-50,105.334649729738,"ENSG00000182544","MFSD5"
"SATB1",-1.72075761393137,3.87527448674215,-13.8361798195097,7.00381164853606e-39,2.68972889884224e-38,76.6385773362295,"ENSG00000182568","SATB1"
"NXPH3",-4.5904389524549,1.06469746839171,-39.6286828334734,5.68844045650629e-185,4.79340419723861e-183,412.696048147166,"ENSG00000182575","NXPH3"
"VCX",1.4530517619592,-4.56738356152798,5.69252820397203,1.80606686841854e-08,2.72589983437091e-08,8.71849010034746,"ENSG00000182583","VCX"
"ACTL10",1.097938258379,1.32937695418797,6.90591354071157,1.0766740176412e-11,1.82671188500296e-11,15.4312278452331,"ENSG00000182584","ACTL10"
"TSPAN10",1.44633771673857,1.68365465009464,9.29317255006244,1.64913583254105e-19,3.62427571210955e-19,33.1327973010225,"ENSG00000182612","TSPAN10"
"PLCB1",1.12842676826486,5.04259242101619,7.60949003473798,8.40449742494232e-14,1.53282777690578e-13,19.5156552508253,"ENSG00000182621","PLCB1"
"NDN",-3.37054662569666,3.24201506493525,-29.803698486504,9.08714995360461e-129,2.32074899913214e-127,283.286939518887,"ENSG00000182636","NDN"
"GALR2",3.30217076914765,-2.30529944484591,11.2844580813642,2.34645366074432e-27,6.50702562867459e-27,51.2945404531406,"ENSG00000182687","GALR2"
"IGIP",-1.67586283717737,3.90666292288269,-24.4867609331371,2.11441504530468e-97,2.90865470309538e-96,211.107079305769,"ENSG00000182700","IGIP"
"ANXA2",1.50750866959632,8.75600139928809,14.3463176508364,2.35977609754628e-41,9.65554174747826e-41,82.204653498702,"ENSG00000182718","ANXA2"
"RGS6",-1.62084860224885,0.39314113793136,-8.3607823747202,3.09113069617505e-16,6.11807474564636e-16,25.5593086787208,"ENSG00000182732","RGS6"
"PAPPA",-3.92727130784205,1.06319121086225,-33.3797029524888,1.20836840570602e-149,4.9131865036667e-148,331.452752887308,"ENSG00000182752","PAPPA"
"MAFA",2.22042999298917,-2.89901017381296,6.57981065425158,8.92441866330461e-11,1.46277612050388e-10,13.8094226576954,"ENSG00000182759","MAFA"
"GRID1",-3.39274905845678,0.448879775660221,-34.9684936226565,8.72383907684179e-159,4.1576482245178e-157,352.484347427289,"ENSG00000182771","GRID1"
"HCAR2",1.66626004813667,-1.20743539353909,6.5213533419905,1.29196730980627e-10,2.10575460520938e-10,13.2988472813111,"ENSG00000182782","HCAR2"
"CCDC87",1.55538821717983,-1.06712972477986,8.51174443029833,9.52266623999223e-17,1.91717298273528e-16,27.1184857274456,"ENSG00000182791","CCDC87"
"C1orf116",5.24632309699463,2.65548286157169,10.3632580842727,1.37516609385385e-23,3.41015384917439e-23,42.5972405863659,"ENSG00000182795","C1orf116"
"TMEM198B",-1.40564497295965,4.79643224864599,-22.0990663151778,1.8522989247376e-83,1.9629192068164e-82,178.970074284666,"ENSG00000182796","TMEM198B"
"PLCXD3",-5.07939025399648,-1.40453685018531,-29.0862171659311,1.52521263554299e-124,3.56148380211197e-123,273.797497257254,"ENSG00000182836","PLCXD3"
"RRP7BP",-1.36796761363514,4.2629007984857,-23.1225976860386,2.07816550094317e-89,2.48795064055948e-88,192.701156610832,"ENSG00000182841","RRP7BP"
"LCK",1.42169141484976,1.92301207810436,7.85756510900031,1.38452145718292e-14,2.59317167160332e-14,21.9200486793516,"ENSG00000182866","LCK"
"GALNT9",-1.44962206509185,-1.55271554976055,-6.99768721249882,5.84604165404352e-12,1.00071152670737e-11,16.14400935765,"ENSG00000182870","GALNT9"
"RGS7",1.16855349337549,-3.24544679954317,3.72999090609895,0.00020616138028629,0.000264242262938772,-0.296056104719123,"ENSG00000182901","RGS7"
"SLC25A18",-2.17858399375728,-0.0687964022996604,-22.5084397155473,7.82951751811552e-86,8.7209625841947e-85,184.924982752818,"ENSG00000182902","SLC25A18"
"TCEAL7",-3.74265524429759,1.24276875331791,-32.2029079137294,8.15723393693156e-143,2.81755706063163e-141,315.740847001318,"ENSG00000182916","TCEAL7"
"GJC1",-3.20502054805519,3.40769598687424,-30.6202265785861,1.45226194535339e-133,4.07919567033802e-132,294.315870865355,"ENSG00000182963","GJC1"
"ZNF662",-3.96275469813326,1.60042044007921,-34.0223838740888,2.35949627174004e-153,9.96530108183087e-152,339.95336181636,"ENSG00000182983","ZNF662"
"CADM1",2.8638968033828,6.10019131262358,14.0072492058846,1.05168933429427e-39,4.11683506689743e-39,78.7746598344008,"ENSG00000182985","CADM1"
"C12orf60",-3.42464029848664,4.3034192540671,-30.2750149737855,1.54221839533343e-131,4.17716078723618e-130,289.614108157704,"ENSG00000182993","C12orf60"
"PYCR1",3.62087485373435,5.94862422454917,16.4926624994657,2.90835879772697e-52,1.5676916720875e-51,107.728128558884,"ENSG00000183010","PYCR1"
"NAA38",1.37737404158162,5.63097561682315,14.6369860993939,8.74755673323186e-43,3.73156351425198e-42,85.6710265847275,"ENSG00000183011","NAA38"
"SPNS2",-1.21572518177004,4.0545858698108,-11.3628749817746,1.09474156767824e-27,3.06264268885509e-27,51.0151022483334,"ENSG00000183018","SPNS2"
"SLC8A1",-2.30843255768414,4.55756352867814,-18.4821158196028,5.63116303841009e-63,3.90243849340434e-62,131.881004727486,"ENSG00000183023","SLC8A1"
"PCP4",-3.90727919596977,1.10750878501544,-20.3010884696635,3.78277683766795e-73,3.25199489302326e-72,155.55633692083,"ENSG00000183036","PCP4"
"SLC25A10",3.80807261923483,5.8414428348116,20.7459633442366,1.11406232743819e-75,1.00948515207815e-74,161.524817236203,"ENSG00000183048","SLC25A10"
"LYSMD4",-1.4072937701557,4.33504507341943,-24.9356423006313,4.83134425862672e-100,7.04036239793032e-99,217.152534610839,"ENSG00000183060","LYSMD4"
"IGSF5",1.01951100299233,-2.02933879255166,3.92344470595865,9.54379057762746e-05,0.000124075679395957,0.313060846380784,"ENSG00000183067","IGSF5"
"NKX2-5",1.36368136109641,-3.72721323006088,3.78783030252816,0.000164331083408988,0.000211497608492804,-0.0341453751612049,"ENSG00000183072","NKX2-5"
"GAS6",-3.17987006799476,5.93109873396971,-20.5633122792383,1.22403814129063e-74,1.08270270276534e-73,158.690428340634,"ENSG00000183087","GAS6"
"FREM3",1.44923573740428,-4.34600955215577,4.94957023228249,9.22052713743387e-07,1.3018751405072e-06,4.93035737291493,"ENSG00000183090","FREM3"
"BEGAIN",-3.477250997851,0.126448306678669,-26.7836609294584,6.00891156965616e-111,1.08390325242515e-109,242.557117431238,"ENSG00000183092","BEGAIN"
"ARHGEF37",-1.34490256768613,3.58386985937641,-14.8335014553033,9.23917592796537e-44,4.04413916465496e-43,87.9113058327762,"ENSG00000183111","ARHGEF37"
"RIPPLY3",6.33772751601198,0.545806070021291,13.5072265005799,2.58334693951597e-37,9.45078034101869e-37,73.9287801738648,"ENSG00000183145","RIPPLY3"
"GPR19",3.34203780018323,-1.1464653205894,11.8646991650587,7.64965256990753e-30,2.27507058443132e-29,56.9279151602831,"ENSG00000183150","GPR19"
"RABIF",1.53739823351069,3.87833828840113,16.9459966883699,1.16801595795651e-54,6.67333847187536e-54,113.2728882694,"ENSG00000183155","RABIF"
"TMEM119",-1.00359026652602,2.62751722747663,-6.32230354832048,4.45852527091726e-10,7.13290436582682e-10,11.2865282673218,"ENSG00000183160","TMEM119"
"FANCF",1.50957621101569,4.44922589286423,13.4193477544758,6.71413155301632e-37,2.43329725076384e-36,72.4469488402844,"ENSG00000183161","FANCF"
"CALN1",1.58112471797299,-0.911098273902846,3.90662160473542,0.000102184102219197,0.000132678077639531,0.186053819169,"ENSG00000183166","CALN1"
"C2CD4C",-2.26654249938911,-0.587825227962337,-12.9165282399581,1.47509572039926e-34,5.00099021397946e-34,67.4149000849822,"ENSG00000183186","C2CD4C"
"CHST6",6.03709872930073,3.66650175161998,10.4147785988132,8.58424773480585e-24,2.14643109573134e-23,43.0396111899031,"ENSG00000183196","CHST6"
"RUVBL2",1.87294718521071,6.87556457107778,25.8859882544653,1.20378420185218e-105,1.9753158826818e-104,230.038148661143,"ENSG00000183207","RUVBL2"
"GDPGP1",1.85961792619638,3.89130361509964,17.9177427869916,6.90574289960994e-60,4.46136568140356e-59,125.302931039898,"ENSG00000183208","GDPGP1"
"CTNNA3",-3.73030639247417,-2.58341403060136,-21.164281213275,4.51030794859808e-78,4.29673957113033e-77,167.139411275691,"ENSG00000183230","CTNNA3"
"WT1-AS",-5.04715097120432,0.621937012976186,-35.3179637481156,8.77584024037068e-161,4.34877787820414e-159,357.067452629101,"ENSG00000183242","WT1-AS"
"PRR36",4.64037164333033,4.7486297949699,12.4500045074641,1.95760906985317e-32,6.23681735259338e-32,62.5650549948177,"ENSG00000183248","PRR36"
"LINC01547",1.36438926680502,0.800956832194455,11.9459812487957,3.37759395602481e-30,1.01055525514478e-29,57.5784603146541,"ENSG00000183250","LINC01547"
"CCDC60",2.11807387902568,-2.27447390190382,4.65411351276043,3.85676504861419e-06,5.30757812567868e-06,3.45058072007344,"ENSG00000183273","CCDC60"
"PLGLB1",-1.06870440575988,1.18435742627898,-10.7212238896754,5.02696844883781e-25,1.30039167511609e-24,45.5150040417396,"ENSG00000183281","PLGLB1"
"CCBE1",-4.4047063313051,0.180021578702028,-28.0925866916709,1.11147361046663e-118,2.37300296051034e-117,260.290456330335,"ENSG00000183287","CCBE1"
"MAGEA2B",1.27752205601542,-4.73781806549028,4.47820885284229,8.71825913263042e-06,1.18445824480468e-05,2.79503934662103,"ENSG00000183305","MAGEA2B"
"EPHA10",1.42544385294388,-1.82969730745357,4.6595005371688,3.76001210970285e-06,5.17565429526095e-06,3.39373637195948,"ENSG00000183317","EPHA10"
"CCDC125",1.56795656377634,4.33142812906733,13.2725085296058,3.28460738671832e-36,1.16615930483468e-35,70.8999507826017,"ENSG00000183323","CCDC125"
"BOLA2",1.91210739556554,5.34943797545426,13.6867671131624,3.62862545365291e-38,1.36704349434272e-37,75.2345607762383,"ENSG00000183336","BOLA2"
"CABCOCO1",1.27050062487352,1.58064617813999,3.94783069706799,8.64031058991756e-05,0.000112589972822301,0.0330113115883472,"ENSG00000183346","CABCOCO1"
"SYNDIG1L",-1.57512243364112,-2.51524024971573,-7.52395114976315,1.54803170070829e-13,2.80107022359489e-13,19.7855262426851,"ENSG00000183379","SYNDIG1L"
"FHL3",-1.45465085965985,4.85106480196597,-18.3305238053121,3.83450170428064e-62,2.60761065215467e-61,129.960473822972,"ENSG00000183386","FHL3"
"PMCH",3.27353867310987,1.82001064230556,14.4015666181831,1.26499957239958e-41,5.21147556480063e-41,83.7107651013295,"ENSG00000183395","PMCH"
"C19orf71",-1.98151038456595,0.992343889108871,-23.6214716481751,2.52229304946033e-92,3.17663232214705e-91,199.783476200358,"ENSG00000183397","C19orf71"
"RIPK4",6.87948558975965,4.13851815696968,14.3812300521139,1.59158109801704e-41,6.54300002185038e-41,83.5052756343912,"ENSG00000183421","RIPK4"
"NPIPA1",-2.31020459340746,5.3759363737811,-31.0438267187588,4.78258534049953e-136,1.4260279674245e-134,299.959268352995,"ENSG00000183426","NPIPA1"
"GRIN2A",-3.28548405529779,-1.50857425107381,-16.2686875155897,4.33163569249489e-51,2.26965218937183e-50,105.279503342145,"ENSG00000183454","GRIN2A"
"GPR132",1.75854813126533,2.04463691907368,10.2411159735321,4.17421238162253e-23,1.0180479106913e-22,41.3079099786817,"ENSG00000183484","GPR132"
"MEX3B",-1.14594038976098,2.32956362775032,-8.9728182960346,2.35649183991951e-18,4.99323216274489e-18,30.084498646136,"ENSG00000183496","MEX3B"
"PI4KAP2",-1.78537818596859,4.40161092515505,-30.0631720628748,2.70866904600147e-130,7.16954691493228e-129,286.746512991777,"ENSG00000183506","PI4KAP2"
"FAM46C",1.43177616772144,4.27237840342691,6.93847315700079,8.67610397196064e-12,1.4754536568481e-11,15.1939333224348,"ENSG00000183508","FAM46C"
"PSMG1",1.17376453313289,4.87087928113635,13.4211462050075,6.58441107741368e-37,2.38777302335399e-36,72.3192283757719,"ENSG00000183527","PSMG1"
"SERHL2",-1.5057298289193,2.43590821516807,-21.7912732930557,1.11400980976288e-81,1.13502763502885e-80,175.193934201705,"ENSG00000183569","SERHL2"
"PCBP3",-3.6282328913156,0.188275824462467,-28.7346521474243,1.80444591881674e-122,4.07706608315031e-121,269.02759016145,"ENSG00000183570","PCBP3"
"TNFAIP8L3",-5.79812713538881,1.30673749457921,-46.9242783206502,9.2747248947307e-224,2.21615104573682e-221,501.91062173099,"ENSG00000183578","TNFAIP8L3"
"FBXL7",-3.00998043471877,3.37012555764344,-26.9892712616095,3.66372582176958e-112,6.83490582985314e-111,245.071901098234,"ENSG00000183580","FBXL7"
"FAM167B",-1.2999542284644,2.22694269800514,-15.2544885948141,7.09917673983299e-46,3.27421839960092e-45,93.036802887425,"ENSG00000183615","FAM167B"
"ZNF438",-1.03579934372495,3.58833681697192,-18.7187991983436,2.78560944661138e-64,1.98081474020556e-63,135.0649210686,"ENSG00000183621","ZNF438"
"DGCR6",1.66631702865927,3.20464841397491,11.4106985489557,6.86455008859517e-28,1.93188685374904e-27,52.066259099359,"ENSG00000183628","DGCR6"
"C11orf88",1.95563988077424,-1.21896154162867,4.13150442906009,4.01637074684483e-05,5.30056404155363e-05,1.12279765005491,"ENSG00000183644","C11orf88"
"NDUFB1",1.15650139895377,6.33295462464799,10.9428682042072,6.22401685883162e-26,1.65546700318085e-25,46.9316526773372,"ENSG00000183648","NDUFB1"
"BMP8A",-1.47228491273104,0.48710277777906,-16.3010682409055,2.93443700367671e-51,1.54451975422851e-50,105.609264842807,"ENSG00000183682","BMP8A"
"ALYREF",1.33542468039827,5.59267108410696,12.8315746615216,3.62281710842469e-34,1.21337939366843e-33,65.9174137230403,"ENSG00000183684","ALYREF"
"NOG",3.56853531391569,-0.321897143264468,10.2483326458647,3.91020268929402e-23,9.54726560881238e-23,41.6558580864966,"ENSG00000183691","NOG"
"OPCML",-3.19205506423851,-2.61344696363847,-15.1378422778625,2.7551924232755e-45,1.2521839874725e-44,92.0633900576847,"ENSG00000183715","OPCML"
"TRIM52",-1.61275405206341,4.49358255660625,-26.3044220283538,4.07272218979055e-108,6.95112457500162e-107,235.708952262988,"ENSG00000183718","TRIM52"
"LHFPL6",-2.81402877433309,4.21649437343279,-27.3322563413184,3.44591645483667e-114,6.74602926169652e-113,249.685257283377,"ENSG00000183722","LHFPL6"
"ASCL2",1.52499819424676,2.40685886097129,5.77217001347112,1.15200479981255e-08,1.75206380008112e-08,8.5175796187471,"ENSG00000183734","ASCL2"
"CBX6",-1.67028192490912,5.48963489760392,-14.3959559984927,1.34776696472787e-41,5.54721547091746e-41,82.761065804386,"ENSG00000183741","CBX6"
"MACC1",3.57844497353353,3.6865499698789,9.79521926641502,2.21331321837086e-21,5.13252093433169e-21,37.357084550457,"ENSG00000183742","MACC1"
"TRAIP",1.53636896601712,3.1871901669624,10.9583061402425,5.37515829013023e-26,1.43362211092877e-25,47.7282085404793,"ENSG00000183763","TRAIP"
"CHEK2",1.47275653678565,4.28244554835189,13.6000180242491,9.38524787964651e-38,3.48980769057075e-37,74.431376053602,"ENSG00000183765","CHEK2"
"FOXL2",-1.54078706132777,1.34219244871703,-7.64940569454508,6.30788120204475e-14,1.15491100878836e-13,20.1703798283232,"ENSG00000183770","FOXL2"
"KCTD16",-1.32422605629565,-1.49063344712737,-6.94527511978608,8.29260292196916e-12,1.4110610942143e-11,15.8051775075164,"ENSG00000183775","KCTD16"
"B3GALT5",1.49799037877374,1.70227177034191,4.07375176165315,5.1268053411513e-05,6.73648704826382e-05,0.535043146165018,"ENSG00000183778","B3GALT5"
"SLC35F3",1.66474534474755,-0.0108534847777956,6.6774352420986,4.78133961790691e-11,7.919561955669e-11,14.1671064010089,"ENSG00000183780","SLC35F3"
"C9orf66",1.06078939939909,-1.58012122602977,4.40357930195758,1.22216244392476e-05,1.64899284571315e-05,2.22226240601957,"ENSG00000183784","C9orf66"
"NPIPA5",-2.34804036841114,3.60016866165879,-37.3017458665544,5.06465633330401e-172,3.12165372515272e-170,382.828911012502,"ENSG00000183793","NPIPA5"
"EMILIN3",-1.21590750383326,3.31982016167417,-10.5547765825704,2.36527961150602e-24,6.00809265523511e-24,43.5325740340662,"ENSG00000183798","EMILIN3"
"OLFML1",-2.37453002139104,2.73292055777533,-22.8392796775606,9.31912707710766e-88,1.07722686286275e-86,189.030854106325,"ENSG00000183801","OLFML1"
"FAM162B",-3.1119840810795,-0.357971168203815,-25.8123247555407,3.27588747850892e-105,5.33034564250289e-104,229.402067479617,"ENSG00000183807","FAM162B"
"CCR4",1.27334366228794,-1.37554412250708,4.92770969652412,1.0277141072275e-06,1.44719602586335e-06,4.586559077809,"ENSG00000183813","CCR4"
"LIN9",1.08462573177874,2.97772320818402,9.00360651694423,1.83074805081652e-18,3.8938834593821e-18,30.5336135916969,"ENSG00000183814","LIN9"
"NUDT14",2.04408479653872,4.71303307655293,16.9901359287406,6.80173472455333e-55,3.90143567248878e-54,113.746210976653,"ENSG00000183828","NUDT14"
"ANKRD45",1.76734092734391,0.849021113836618,6.68786580759268,4.47087028583625e-11,7.41729031727617e-11,14.1578221594325,"ENSG00000183831","ANKRD45"
"MAATS1",-1.88466686788646,3.00231862546622,-12.4392291081293,2.1886332039468e-32,6.96521236570772e-32,61.8851938867391,"ENSG00000183833","MAATS1"
"GPR39",6.81689661712528,3.72608530108295,12.0198807044228,1.60113281238456e-30,4.83276685350819e-30,58.4055868935565,"ENSG00000183840","GPR39"
"FAM3B",3.96917081275261,1.04112500216428,8.69339655990171,2.25848281979758e-17,4.64122476740448e-17,28.5188915262215,"ENSG00000183844","FAM3B"
"KIRREL1",-1.45801821569137,5.3004738350828,-12.1131041703834,6.21727333222705e-31,1.89693718268386e-30,58.3228365782003,"ENSG00000183853","KIRREL1"
"IQGAP3",5.26350519764414,4.00646493126259,13.2762076555918,3.15624010206142e-36,1.1214971705084e-35,71.3448416018168,"ENSG00000183856","IQGAP3"
"ARSI",-2.27205409236223,0.436555917323423,-14.2022752531805,1.19154494977665e-40,4.7790569231902e-40,81.2376968489329,"ENSG00000183876","ARSI"
"SRARP",3.55118630735094,-1.5230054397566,6.18519521024489,1.02671736062267e-09,1.62058012137736e-09,11.414490073971,"ENSG00000183888","SRARP"
"TTC32",-1.29193211852404,2.84707238439667,-20.250432043113,7.32897555154116e-73,6.2727831474746e-72,154.88468317594,"ENSG00000183891","TTC32"
"DNAH2",1.19376881280343,2.04092705339892,4.8040357668912,1.88373307493058e-06,2.62255216106745e-06,3.60486568681275,"ENSG00000183914","DNAH2"
"HTR7P1",-1.53428781279026,1.06281955352185,-16.54100056496,1.62006005123911e-52,8.80059404352654e-52,108.424789865513,"ENSG00000183935","HTR7P1"
"PRKX",1.84610224526621,5.53002479235342,13.5680569202348,1.33078988507056e-37,4.9242613418086e-37,73.8906332204292,"ENSG00000183943","PRKX"
"KCNH8",-2.13354076642279,-2.39593609976594,-9.02497674070612,1.53587862962124e-18,3.27430101888088e-18,31.0744099145556,"ENSG00000183960","KCNH8"
