"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_gene_id","hgnc_symbol"
"C14orf39",1.37813628699975,3.11329069790421,8.3975051328626,2.32486506266165e-16,4.62190805653148e-16,25.76696168876,"ENSG00000179008","C14orf39"
"C3orf38",1.17113384171085,4.75518713813651,21.5773372506826,1.90724245538382e-80,1.89130359006594e-79,172.307178165401,"ENSG00000179021","C3orf38"
"KLHDC7A",6.81727157451907,0.684179963262423,12.7209423728612,1.16094865450407e-33,3.82516573111341e-33,65.6190453525415,"ENSG00000179023","KLHDC7A"
"RCC2",2.46001446602917,7.70012786006996,32.7224348246988,7.77860563455402e-146,2.94321514280967e-144,322.508818114807,"ENSG00000179051","RCC2"
"ZFP42",1.16457599572569,-4.78816115945621,4.13984063046941,3.87637096706918e-05,5.12238930140816e-05,1.38246634187815,"ENSG00000179059","ZFP42"
"CCDC89",-1.96698326893949,-0.671959798269333,-10.7722481474087,3.1161790948033e-25,8.11276297770955e-25,46.1463062817793,"ENSG00000179071","CCDC89"
"FAM133A",-1.89756214629085,-2.90491890146697,-7.31083013292833,6.91671119877166e-13,1.22522792160225e-12,18.3310451424729,"ENSG00000179083","FAM133A"
"DPM3",1.37233511187034,5.0090211773433,10.0164676191878,3.13689501663066e-22,7.46580157935442e-22,38.7482660269336,"ENSG00000179085","DPM3"
"PER1",-3.61044113688889,4.81852326799411,-36.9139598161678,7.72066832666557e-170,4.58066726605536e-168,377.766632317943,"ENSG00000179094","PER1"
"HTR1F",-1.58301979996161,-1.59017296546257,-8.91217537786908,3.86686243853919e-18,8.13430794928113e-18,30.1266175780518,"ENSG00000179097","HTR1F"
"FARSA",1.39212301858477,6.1923082405904,21.0311486060062,2.61208855187329e-77,2.45885918026583e-76,164.889666828668,"ENSG00000179115","FARSA"
"C10orf67",2.45342980033794,-2.56792997971175,7.9054209352365,9.72413217657273e-15,1.83232189214603e-14,22.7112727843971,"ENSG00000179133","C10orf67"
"GIMAP7",-2.09762680277099,2.46728043220476,-19.1398138353158,1.28282575851317e-66,9.59122576328558e-66,140.510822478567,"ENSG00000179144","GIMAP7"
"FUCA1",1.25155278299687,5.38134470909105,12.3687796423531,4.53163716749223e-32,1.42758437985492e-31,61.1423365993583,"ENSG00000179163","FUCA1"
"HNRNPCL1",4.27759931421823,-0.663761902584796,14.1540497285313,2.04487589083391e-40,8.13798087241979e-40,80.9952490777388,"ENSG00000179172","HNRNPCL1"
"TMEM125",7.70671061185119,3.414627156302,12.895489313362,1.84335741696856e-34,6.2277132334268e-34,67.4217178882632,"ENSG00000179178","TMEM125"
"CALR",2.1756020600559,10.1340610818045,34.168715734807,3.39137298901779e-154,1.47889297618593e-152,341.747427374209,"ENSG00000179218","CALR"
"MAGED1",1.18014051761519,7.72994576226138,12.2076821076962,2.36963196278265e-31,7.32603515186418e-31,59.2707331052698,"ENSG00000179222","MAGED1"
"CDH4",-1.14729327999124,-1.14215793943998,-6.5205643256282,1.29840995227011e-10,2.11605762846375e-10,13.0915984050151,"ENSG00000179242","CDH4"
"SMCO3",-1.23331671260015,-1.90704199584199,-6.77414988249576,2.55694016243034e-11,4.28029820088986e-11,14.7522876096008,"ENSG00000179256","SMCO3"
"NSUN7",1.42804674035633,3.26751624011666,8.62035322618753,4.0398576328159e-17,8.22830881471366e-17,27.4743980540589,"ENSG00000179299","NSUN7"
"FAM156B",-1.59079082478644,4.22520522081776,-25.9820716555801,3.26104087351514e-106,5.41221084269501e-105,231.351655493804,"ENSG00000179304","FAM156B"
"WSCD1",-1.57105924590146,0.900753775294731,-9.93584922844234,6.41693818303807e-22,1.51196343005178e-21,38.4166155604285,"ENSG00000179314","WSCD1"
"HLA-DQB1",1.66075264187726,6.16105430988004,7.55845272700646,1.21082942419957e-13,2.19867766461722e-13,19.0188642392061,"ENSG00000179344","HLA-DQB1"
"GATA2",-2.05502615027805,4.8328256416262,-13.2124563207985,6.26821932480256e-36,2.20837304953608e-35,69.7827755337422,"ENSG00000179348","GATA2"
"TMEM31",-1.44889644057453,-2.14692392466675,-7.31636189443954,6.65611826586181e-13,1.18002511344067e-12,18.331281466753,"ENSG00000179363","TMEM31"
"FJX1",1.23863974516079,3.79727644340577,7.89952284481516,1.01579012429291e-14,1.91219805072752e-14,21.898136659256,"ENSG00000179431","FJX1"
"C14orf28",-2.02645288534713,2.79450275635312,-32.2103433033012,7.38332524503317e-143,2.55530440970463e-141,315.796819566709,"ENSG00000179476","C14orf28"
"SLC17A8",2.08058703739596,-3.80020803806261,6.69057851950712,4.39341947599113e-11,7.29365336629992e-11,14.5442263693158,"ENSG00000179520","SLC17A8"
"LBX2",1.84597947791874,0.713544198890044,9.54573311399111,1.92649426922028e-20,4.34719787037637e-20,35.3850138322255,"ENSG00000179528","LBX2"
"DNHD1",-2.47408955093913,3.07419108085912,-38.1686034193732,7.07683354866833e-177,4.89846061862784e-175,394.031266261657,"ENSG00000179532","DNHD1"
"HTR1D",3.61058208354802,-1.74219745056542,12.6559458839641,2.29438971120406e-33,7.50300707396557e-33,64.9469977422174,"ENSG00000179546","HTR1D"
"GRM8",4.76775816018251,-1.18503449505191,12.6267455065752,3.11366171279487e-33,1.01422224568218e-32,64.6438220714461,"ENSG00000179603","GRM8"
"ZBTB42",1.57488648648694,3.92174320589918,12.3047010131493,8.76493141526262e-32,2.73990499420118e-31,60.8436283360428,"ENSG00000179627","ZBTB42"
"TPPP2",-6.40498968112688,-2.74288201591758,-56.4230468698035,5.69686641773572e-270,6.21065255778526e-267,607.150611778061,"ENSG00000179636","TPPP2"
"ARL14",2.72921985539133,-3.05411622770278,8.20972936268873,9.87281017262115e-16,1.92264628604478e-15,24.9847106686668,"ENSG00000179674","ARL14"
"WDR97",-1.41592590351259,1.16766081256051,-11.5871638644689,1.21238251840141e-28,3.48108448863799e-28,53.7414489984828,"ENSG00000179698","WDR97"
"APOBEC3B",3.53934940709542,2.65254392293889,12.6186305517935,3.38913221432625e-33,1.1020997989279e-32,64.4150997326879,"ENSG00000179750","APOBEC3B"
"PIPOX",-1.11271800201113,0.35352093452578,-7.54345899448406,1.34741341615146e-13,2.44440272677379e-13,19.6350972723605,"ENSG00000179761","PIPOX"
"ATP8B5P",1.90929026176751,1.2590996770068,15.4367176067317,8.44352778961449e-47,3.98701827921618e-46,95.5248740479529,"ENSG00000179766","ATP8B5P"
"CDH5",-1.34192152797001,4.8162398416175,-13.8722333574353,4.70190528019569e-39,1.8124935646951e-38,76.9575581178503,"ENSG00000179776","CDH5"
"LRRC3B",1.12697578037164,-1.37326036365489,3.14562042831264,0.00172382885903982,0.00211558058033009,-2.43438580700565,"ENSG00000179796","LRRC3B"
"FAM216B",4.17102889576627,-0.810344362260241,6.121333872734,1.50612878562963e-09,2.36274884501643e-09,11.0277285875808,"ENSG00000179813","FAM216B"
"MYADM",-1.85364547838146,6.82912545415165,-16.523581188554,2.00052937715563e-52,1.083702916948e-51,107.633342535062,"ENSG00000179820","MYADM"
"NKPD1",1.25034740062724,-0.871517325417008,6.56933226944849,9.53826800734533e-11,1.56148295497067e-10,13.5406014096677,"ENSG00000179846","NKPD1"
"GIPC3",-1.6533242576082,1.4490869353905,-18.357941638028,2.71152529663758e-62,1.84898888777362e-61,130.794844407957,"ENSG00000179855","GIPC3"
"CITED4",2.27209978578132,5.81333169869224,9.97679974625398,4.46349043188477e-22,1.05682996611057e-21,38.390464564504,"ENSG00000179862","CITED4"
"ABCA13",4.34178998826199,-0.1713704527345,11.075692342591,1.75439141029146e-26,4.74520846173266e-26,49.2819792957702,"ENSG00000179869","ABCA13"
"C1orf194",4.43487774034559,0.784260750483477,7.41865924367375,3.25763839685808e-13,5.83338328266046e-13,19.1599624236364,"ENSG00000179902","C1orf194"
"ZNF154",-2.15794055585129,-0.000258686365778958,-22.6602507737623,1.02641839188765e-86,1.16183101944817e-85,186.94845032528,"ENSG00000179909","ZNF154"
"B3GNT3",6.57676843554924,1.7948258352681,10.2142496454231,5.32208125173525e-23,1.2938406031222e-22,41.3655659601021,"ENSG00000179913","B3GNT3"
"NRXN1",-3.29466853578359,-1.91838753543508,-14.6627643978823,6.51964546017121e-43,2.79072823955255e-42,86.5825055974799,"ENSG00000179915","NRXN1"
"SEPHS2",1.60940415693338,6.21978796629212,18.8990544043926,2.79657175553292e-65,2.03676831447853e-64,137.259583134273,"ENSG00000179918","SEPHS2"
"SSC5D",-3.72966452383017,3.65238337255692,-32.014986088078,1.01446253187303e-141,3.40949324536826e-140,313.074662781067,"ENSG00000179954","SSC5D"
"DCTPP1",1.2667105110034,4.66946582094337,11.8189329330395,1.21013771958782e-29,3.57770038013057e-29,55.7464650926404,"ENSG00000179958","DCTPP1"
"ANKRD18A",4.07691367662939,-1.05016931831032,10.0422915421564,2.49195676057587e-22,5.9470791865816e-22,39.8755051797697,"ENSG00000180071","ANKRD18A"
"TDRD6",-2.02404871578052,0.44319931340032,-18.9621798257937,1.2480893946936e-65,9.16649402595387e-65,138.537005873588,"ENSG00000180113","TDRD6"
"ACTA2-AS1",-4.79715846227743,6.7868586781241,-23.5408466885088,7.47562614214511e-92,9.32742108708421e-91,198.329158463062,"ENSG00000180139","ACTA2-AS1"
"LYNX1",-2.90779301233088,3.52002925297256,-22.4320381501373,2.1747841251672e-85,2.40245468621225e-84,183.472141934421,"ENSG00000180155","LYNX1"
"TH",-1.06539652913232,-2.36542582174216,-4.59675005961103,5.04697160654081e-06,6.91930564590831e-06,2.9903365658955,"ENSG00000180176","TH"
"FAR2P1",4.59021534368665,1.707693640268,8.45591198583776,1.47479669021197e-16,2.9528097643902e-16,26.6603166400656,"ENSG00000180178","FAR2P1"
"FAHD1",1.27020203478952,4.52675325077441,16.425939209341,6.5142027246378e-52,3.47802993957322e-51,106.821365951182,"ENSG00000180185","FAHD1"
"TDRP",-1.361125466196,3.3773344190345,-10.4762312315767,4.88240008158337e-24,1.22980078878063e-23,42.7815066899517,"ENSG00000180190","TDRP"
"RCC1",1.72861733950001,5.80089296918366,19.3571243887992,7.85706928264912e-68,6.01364017100696e-67,143.209340885006,"ENSG00000180198","RCC1"
"HERC2P3",-2.80208677056523,3.30325335882865,-32.3621869411778,9.65051821555519e-144,3.46366232991624e-142,317.750836931249,"ENSG00000180229","HERC2P3"
"SLC9A4",4.85472684307189,-1.26226967465209,11.2797689658757,2.45561764015676e-27,6.80758717375308e-27,51.2517392592784,"ENSG00000180251","SLC9A4"
"PLD5",-3.65751428938007,-1.41958967366901,-16.5157583135748,2.19924491569507e-52,1.18950167641764e-51,108.219300569547,"ENSG00000180287","PLD5"
"ALX1",-2.19144384450071,-2.90485735690432,-8.22688113879548,8.6605956038411e-16,1.68865156626202e-15,24.8747730167935,"ENSG00000180318","ALX1"
"CCDC43",1.05753438189403,4.55294663639986,15.9394860779316,2.22382327922321e-49,1.11851642040053e-48,100.967658893326,"ENSG00000180329","CCDC43"
"FZD2",1.66116867391751,4.3975666888772,10.4028893701732,9.57182711367027e-24,2.38755012646576e-23,42.393733022674,"ENSG00000180340","FZD2"
"TIGD2",1.50317467827902,3.06768357470622,13.2995855545162,2.45292651460667e-36,8.74262304746306e-36,71.385765949422,"ENSG00000180346","TIGD2"
"CCDC129",2.28155339649456,-1.44581480836162,5.2347015325392,2.15619304298079e-07,3.12171939315355e-07,6.16135486258632,"ENSG00000180347","CCDC129"
"MTURN",-1.18642197254866,5.37144936616153,-12.1306149985513,5.20234358073588e-31,1.59145000138155e-30,58.499855373361,"ENSG00000180354","MTURN"
"DEFB124",-4.35917197932493,-2.54974422342972,-31.6548988299429,1.27868827430792e-139,4.14575456668273e-138,308.25376337859,"ENSG00000180383","DEFB124"
"ATP5F1EP2",2.44682851668925,4.05949681776446,12.0197624475262,1.6030504051165e-30,4.83771768450642e-30,58.0481889633311,"ENSG00000180389","ATP5F1EP2"
"C11orf71",1.05698091503294,4.05684446448013,9.51268524858316,2.55781445316779e-20,5.75022006787032e-20,34.5454766581013,"ENSG00000180425","C11orf71"
"TPRXL",1.05536303624768,-0.840827336348832,4.40676058047174,1.20481139005567e-05,1.62621102505154e-05,2.16698984227673,"ENSG00000180438","TPRXL"
"SERTM1",-4.34542968894894,1.41249374055367,-27.35083880284,2.67613869703665e-114,5.25674406446061e-113,250.112141705087,"ENSG00000180440","SERTM1"
"GAS1",-5.0154821873726,2.80963170614631,-32.8382957043689,1.65368593263123e-146,6.36760347083588e-145,324.137191601751,"ENSG00000180447","GAS1"
"GLIPR1L2",-2.09088859945847,-0.216540647049261,-13.8161847217296,8.73374875031607e-39,3.34598680983446e-38,77.0619797697699,"ENSG00000180481","GLIPR1L2"
"KCNE1",1.55319262819143,-0.573656040992713,4.49980337316713,7.89920675480008e-06,1.07468889652896e-05,2.58035074710293,"ENSG00000180509","KCNE1"
"PRR26",-2.62140339654143,0.738835611831587,-17.3466544295199,8.44051311203708e-57,5.07332426648045e-56,118.190718317244,"ENSG00000180525","PRR26"
"BHLHA15",2.95648126317491,-2.23799942996951,9.51614981475065,2.48301285601382e-20,5.5834979047891e-20,35.3567083324227,"ENSG00000180535","BHLHA15"
"RNF182",1.14629549661794,0.0787917716241206,3.45149654279001,0.000589206844839477,0.000739710306213833,-1.58703116833709,"ENSG00000180537","RNF182"
"TSPYL5",-2.99075261023967,2.51021032655372,-21.3656263833314,3.15078256559348e-79,3.05328334953594e-78,169.406988590802,"ENSG00000180543","TSPYL5"
"FUT7",1.41204312846541,-1.50428496024621,6.83254457673231,1.74581797412319e-11,2.93969523338457e-11,15.259545231489,"ENSG00000180549","FUT7"
"HIST1H2AC",2.15772568328653,5.17172235512283,10.7016971900254,6.03391720316926e-25,1.55740778003672e-24,45.0601345143224,"ENSG00000180573","HIST1H2AC"
"SKIDA1",-1.9138167504377,-0.792904571362436,-10.2257053973347,4.79864251173624e-23,1.16789062832727e-22,41.1767549019252,"ENSG00000180592","SKIDA1"
"HIST1H2BC",3.84229049308094,1.39764419918184,13.3280819450927,1.80331160601806e-36,6.46294726603104e-36,71.9713419589403,"ENSG00000180596","HIST1H2BC"
"MAB21L1",-2.27341690035281,-2.97344101542808,-11.5985235967167,1.08367472590428e-28,3.11717319326324e-28,54.2128157351478,"ENSG00000180660","MAB21L1"
"TMEM64",-1.31215399295541,3.91052115402722,-13.694565539511,3.33093598041529e-38,1.25706439433976e-37,75.1142814537311,"ENSG00000180694","TMEM64"
"SHISA2",4.06033414276228,-0.272695068206355,10.4096738939415,8.99523235419977e-24,2.24661852740989e-23,43.1201545736188,"ENSG00000180730","SHISA2"
"CLRN3",2.68861285870943,-3.35350574604627,8.09266294728279,2.39991234207991e-15,4.62304483521809e-15,24.125583170817,"ENSG00000180745","CLRN3"
"SMG1P3",-1.47278827759279,2.52180112906754,-18.2056648188417,1.85353014852363e-61,1.23874047435623e-60,128.724948194159,"ENSG00000180747","SMG1P3"
"PIPSL",1.12940981938659,4.44751626568317,9.51397042445144,2.52980997702276e-20,5.68799631724775e-20,34.4824886640836,"ENSG00000180764","PIPSL"
"CHST13",2.49414886676893,-1.69872665894741,9.46895340501487,3.71764521549646e-20,8.32117098600086e-20,34.9221888423537,"ENSG00000180767","CHST13"
"WDFY3-AS2",-1.29661911277739,1.68253376465425,-16.8392910182334,4.3057216216109e-54,2.42821539753504e-53,111.978356050854,"ENSG00000180769","WDFY3-AS2"
"SLC36A4",-1.41910139040656,3.67383956367984,-13.2369111314467,4.81886616836741e-36,1.70152798734479e-35,70.1917255562534,"ENSG00000180773","SLC36A4"
"HOXC9",-1.81986925660486,-1.61238926834287,-5.63625074832155,2.47350761765094e-08,3.71846879037192e-08,7.97749944659355,"ENSG00000180806","HOXC9"
"PPA1",1.83863134250021,7.32981297774229,22.0685447003166,2.78206391171082e-83,2.93572539697349e-82,178.556347518456,"ENSG00000180817","PPA1"
"HOXC10",-1.91586370702682,-0.946850342609814,-5.25310478618316,1.95842055231513e-07,2.84010057316535e-07,5.87970151546528,"ENSG00000180818","HOXC10"
"BHLHE22",-1.41279018389791,-1.57028058069281,-6.85239405253256,1.53247772565866e-11,2.58420426997912e-11,15.2056787247946,"ENSG00000180828","BHLHE22"
"LINC01559",2.86955270760461,-3.22867622201309,8.39532229353689,2.36463380038798e-16,4.69829221781154e-16,26.3944555145959,"ENSG00000180861","LINC01559"
"GREM2",-2.16019861430563,1.36481241137135,-7.75568620437716,2.92036542836318e-14,5.41741297106657e-14,20.8352899165846,"ENSG00000180875","GREM2"
"SSR4",1.50248596866968,8.06390090744646,19.1956320502919,6.26685053191291e-67,4.71175318224814e-66,140.933164715954,"ENSG00000180879","SSR4"
"CAPS2",-1.61684205389864,1.43853092407104,-15.5749910953187,1.66416103258118e-47,7.98788136800043e-47,96.8706258939643,"ENSG00000180881","CAPS2"
"D2HGDH",-1.76112561543257,5.20559693655743,-26.0093035124362,2.25209564612305e-106,3.7519870444436e-105,231.66645913724,"ENSG00000180902","D2HGDH"
"FAM83H",6.31706176591471,5.79948537705212,18.5392849194528,2.72750364734053e-63,1.90684753990224e-62,133.253570925593,"ENSG00000180921","FAM83H"
"MRPL14",1.81730123959795,5.32341011544307,21.313499323925,6.27902053170117e-79,6.06786455038579e-78,168.814562409107,"ENSG00000180992","MRPL14"
"GPR137C",1.87442799175568,2.94449365037353,11.0333415473839,2.63015327843441e-26,7.07662558009122e-26,48.5079768973146,"ENSG00000180998","GPR137C"
"LSMEM1",-1.0867566711482,0.57162817702451,-10.1031016732736,1.44678460318552e-22,3.47606939853513e-22,39.9913138465772,"ENSG00000181016","LSMEM1"
"NQO1",2.26872449994297,5.59741620327007,7.581291358105,1.02856735368805e-13,1.8722008087635e-13,19.411904605741,"ENSG00000181019","NQO1"
"TRAPPC5",1.35720792958859,5.44606664886634,9.89983650207083,8.82210120957664e-22,2.06749847371551e-21,37.6238518623846,"ENSG00000181029","TRAPPC5"
"SLC25A42",-1.43386556272371,3.4461505780996,-24.0898665122106,4.53327374370678e-95,5.97686272951454e-94,205.825879193026,"ENSG00000181035","SLC25A42"
"CHRM2",-1.86612375084005,-2.93722321171823,-6.62658685799318,6.62428811059164e-11,1.09316421488221e-10,13.8734953071763,"ENSG00000181072","CHRM2"
"MAPK15",1.16859932139183,4.08332753404975,4.72399679149603,2.76838376316135e-06,3.82820025216613e-06,2.85643030363178,"ENSG00000181085","MAPK15"
"MUC16",6.86252555832611,5.34940943908866,7.41305072583054,3.38850999461065e-13,6.06524164556117e-13,18.9076806819118,"ENSG00000181143","MUC16"
"PENK",-1.51857465390224,-4.06187580371713,-5.48092438201937,5.81015242989161e-08,8.60984528371416e-08,7.40390777784153,"ENSG00000181195","PENK"
"HIST3H2A",1.92586635580056,3.31532402620949,8.95694080001172,2.6834374360072e-18,5.6770405332048e-18,30.2074006512897,"ENSG00000181218","HIST3H2A"
"TMEM132C",-5.76499410294281,-1.39454173765091,-30.2120091772953,3.61590709865698e-131,9.68852035666263e-130,289.018739958148,"ENSG00000181234","TMEM132C"
"SLC25A41",-1.65198872620496,-1.83884801898391,-9.27849652469868,1.86574797594275e-19,4.09361533891439e-19,33.1358772151116,"ENSG00000181240","SLC25A41"
"TMEM136",-1.96689379212502,2.96988111041149,-27.6827369787253,2.92833107764545e-116,5.97413789325959e-115,254.588256186957,"ENSG00000181264","TMEM136"
"FRAT2",1.99458838642676,3.9927929013453,14.859126247989,6.88369203649107e-44,3.02601411775488e-43,88.6096681358462,"ENSG00000181274","FRAT2"
"TMEM102",2.63551755015809,3.27325885178471,16.9459541364059,1.16862462470264e-54,6.67462977363724e-54,113.432682420344,"ENSG00000181284","TMEM102"
"CFAP65",4.34015498185571,0.560340071853556,8.52111058344885,8.84692120658675e-17,1.78339127015478e-16,27.2282661388692,"ENSG00000181378","CFAP65"
"SYNE4",2.94775328715888,3.39702532496113,11.6893463432968,4.40604657756441e-29,1.28304959019125e-28,54.8971799697204,"ENSG00000181392","SYNE4"
"SAGE1",1.72074195635055,-4.25660807628298,4.80001091559098,1.9208157677162e-06,2.67332557538288e-06,4.23236724225249,"ENSG00000181433","SAGE1"
"RAP2B",1.39387835334944,5.46932052553051,16.0193145247155,8.58726948500185e-50,4.36444468609811e-49,101.786071828874,"ENSG00000181467","RAP2B"
"ACBD4",-1.61090252547054,3.51083965059636,-25.2982301343516,3.52991918050594e-102,5.39635234579888e-101,222.151726946774,"ENSG00000181513","ACBD4"
"FANCB",1.43315151130075,1.22411755808562,9.77494902095181,2.64286474623643e-21,6.12048456832211e-21,37.2691044290192,"ENSG00000181544","FANCB"
"C6orf223",1.98142952534339,0.772886704575686,7.09489478050187,3.03904945014588e-12,5.26625666192078e-12,16.8125038774638,"ENSG00000181577","C6orf223"
"FDCSP",1.78765800484336,-3.29848479996705,4.67435770914241,3.50510308369479e-06,4.82972692068001e-06,3.59976096026405,"ENSG00000181617","FDCSP"
"GPR135",-2.11087686644957,1.41950329589329,-24.791781470683,3.3961467793741e-99,4.8796530702325e-98,215.525682025628,"ENSG00000181619","GPR135"
"P2RY13",1.21224263540539,0.652442307736213,5.33946252949105,1.24208076433414e-07,1.81606159030012e-07,6.41831951764566,"ENSG00000181631","P2RY13"
"TNFSF15",3.9947898787414,2.00449840563816,15.7779955160427,1.51368707560447e-48,7.45222795929119e-48,99.5480861365509,"ENSG00000181634","TNFSF15"
"PHLDA2",1.56077693162354,2.84476003642527,6.69764836393385,4.19769639761942e-11,6.97536612972046e-11,13.9337155158151,"ENSG00000181649","PHLDA2"
"ZBTB20",-2.15399564014568,5.65614965419678,-18.6483544035641,6.82574609679473e-64,4.8261649439153e-63,133.964712620174,"ENSG00000181722","ZBTB20"
"C5orf30",1.15130358309518,3.37686746523327,8.42736131315479,1.84286058276595e-16,3.67497623701685e-16,25.9190934423709,"ENSG00000181751","C5orf30"
"AMIGO1",-1.34044589961969,2.78198006929608,-16.6301643316431,5.4942774819886e-53,3.00994604642987e-52,109.240721500425,"ENSG00000181754","AMIGO1"
"TMEM252",-3.4378582216949,-1.34465867351702,-14.6292672457498,9.55189369532292e-43,4.06970399920659e-42,86.1469290359385,"ENSG00000181778","TMEM252"
"COPG1",1.16427114295689,7.94690768371778,21.5592171760624,2.42526995285671e-80,2.40090713891485e-79,171.770066024124,"ENSG00000181789","COPG1"
"ADGRB1",-3.27093119432205,0.618599469906411,-22.8143268164951,1.30222228558339e-87,1.49832871552976e-86,188.907726646785,"ENSG00000181790","ADGRB1"
"SLC9A9",-1.81107780608822,1.886797819378,-19.5783889778989,4.52666743080045e-69,3.54392549351222e-68,146.276301085143,"ENSG00000181804","SLC9A9"
"TIGIT",1.9101713254469,0.865894752850706,7.23635126068309,1.15727453018442e-12,2.03573412969008e-12,17.7440986015713,"ENSG00000181847","TIGIT"
"SLC2A4",-4.11514374798277,0.367637867357255,-37.0201745777698,1.94542469341242e-170,1.17418833658107e-168,379.275150411514,"ENSG00000181856","SLC2A4"
"CLDN7",6.05474964538871,6.02786365753405,13.2767509318933,3.13781280964154e-36,1.11540388910898e-35,71.2389662405824,"ENSG00000181885","CLDN7"
"ZNF101",1.09525459772904,3.67807412412991,12.6162813085098,3.47331440165023e-33,1.12926417722246e-32,64.0269908600944,"ENSG00000181896","ZNF101"
"COA4",1.24035535802297,5.57695691020607,18.4020789990482,1.55157314508791e-62,1.06300433502625e-61,131.006826998426,"ENSG00000181924","COA4"
"GINS3",1.04790983942891,3.36849889142658,11.8076690194977,1.35450638513175e-29,3.99638952568558e-29,55.860259010941,"ENSG00000181938","GINS3"
"MRPS11",1.06426331808519,5.02743866146039,15.7005623844237,3.78402672620787e-48,1.84525519108873e-47,98.0457580326542,"ENSG00000181991","MRPS11"
"SNRPE",1.38426702671352,5.49917959329213,15.9381580682633,2.25926183720811e-49,1.13568600076141e-48,100.814183449322,"ENSG00000182004","SNRPE"
"RTKN2",4.65306361919185,3.62311583549132,16.4621505067708,4.20608317737686e-52,2.25674281338002e-51,107.654050032415,"ENSG00000182010","RTKN2"
"USH1G",-2.68921805755963,-1.67500927574112,-11.4265006039442,5.88175574601647e-28,1.65770666469164e-27,52.4116980839529,"ENSG00000182040","USH1G"
"MGAT4C",-1.20400273052637,-3.10097096212842,-4.83088255016941,1.65344312371471e-06,2.3065425789312e-06,4.11721408929152,"ENSG00000182050","MGAT4C"
"IDH2",2.67504610785677,7.14064702344988,23.4459745216813,2.68282500388278e-91,3.32597843231893e-90,197.081850810249,"ENSG00000182054","IDH2"
"TMEM259",-1.28284518958557,7.21452802343972,-24.8224621705088,2.24079668690615e-99,3.23026583551273e-98,215.574293301476,"ENSG00000182087","TMEM259"
"TMEM30B",3.10902164968917,4.47149988819699,9.20539761433825,3.44220433802877e-19,7.48471332189426e-19,32.2077366674378,"ENSG00000182107","TMEM30B"
"NOP10",1.37359455638007,5.76937757170272,17.0050017935149,5.66853930030749e-55,3.2589430130278e-54,113.62128802342,"ENSG00000182117","NOP10"
"FAM89A",-1.05555818151743,2.28223333111402,-10.0958766063569,1.54353069632413e-22,3.70545085824138e-22,39.6431615193317,"ENSG00000182118","FAM89A"
"TDRKH",1.77986113282219,3.60066511444686,13.1263689606085,1.57809900549847e-35,5.49875768136433e-35,69.4911537715862,"ENSG00000182134","TDRKH"
"CREB3L2",-1.36036883033635,6.40499901747231,-18.8223374364808,7.44572535931747e-65,5.37120709026363e-64,136.170552829245,"ENSG00000182158","CREB3L2"
"UNC5C",-1.00635759511959,2.20977300544972,-6.52655069694142,1.25030431183347e-10,2.03918261910343e-10,12.6227411832778,"ENSG00000182168","UNC5C"
"RGMA",-2.87069529692784,4.31540514268031,-20.9888569416747,4.56089783673224e-77,4.2680118544056e-76,164.286427039216,"ENSG00000182175","RGMA"
"UBA7",-1.2883184792279,5.332163416364,-12.4245957319085,2.54637691867275e-32,8.08306689579779e-32,61.5004185290285,"ENSG00000182179","UBA7"
"MRPS16",1.32788530235661,6.41650510740116,23.6512054429715,1.68937115317237e-92,2.13534065396998e-91,199.790239814644,"ENSG00000182180","MRPS16"
"SHISAL2A",1.59539345702842,-1.27488246764465,8.74438365833685,1.50151915500345e-17,3.10430231370454e-17,28.9517628479956,"ENSG00000182183","SHISAL2A"
"RAD51B",-1.34937263705297,2.51722826574059,-19.7521348079831,4.77986090950033e-70,3.82630169088638e-69,148.469180501818,"ENSG00000182185","RAD51B"
"SHMT2",1.45161203027537,6.52095326421631,17.1563177390436,8.83393499661963e-56,5.19347246869013e-55,115.378101844712,"ENSG00000182199","SHMT2"
"HHIPL1",-1.46703663424864,1.48219318483247,-14.3718417779743,1.76948225491665e-41,7.26579071857607e-41,83.0656216076281,"ENSG00000182218","HHIPL1"
"FAM153B",-3.64630236141345,-2.03865611355451,-18.2832348546199,6.96756014517477e-62,4.6961032307683e-61,130.028584079445,"ENSG00000182230","FAM153B"
"SYNM",-4.1194976340131,3.00502549728282,-38.7751344459533,2.98153362588564e-180,2.27104327669534e-178,401.784037224472,"ENSG00000182253","SYNM"
"GABRG3",3.83391233435768,-1.68205100596984,8.61714693397525,4.14393812857632e-17,8.43832743132813e-17,28.0721591587792,"ENSG00000182256","GABRG3"
"FIGN",-1.141049904241,2.80694957946767,-6.80909111702786,2.035649140293e-11,3.41914568648346e-11,14.2430035933284,"ENSG00000182263","FIGN"
"SPACA6",-2.72872119474532,2.49746700815513,-38.7221656908754,5.86815818080252e-180,4.3742856046042e-178,401.146744181883,"ENSG00000182310","SPACA6"
"C1S",-2.80997980347521,6.84411795956923,-18.4715981191097,6.43400359538455e-63,4.45350494897987e-62,131.758112599587,"ENSG00000182326","C1S"
"KIAA2012",1.31677652120739,-2.08223073230079,4.62177346490031,4.48983918222071e-06,6.1661495044072e-06,3.23861211865592,"ENSG00000182329","KIAA2012"
